TIME,ETemp,STemp,GTemp,CH1,CH2,CH3,GPS
2021-02-24 03:46:00,43.58,42.33,-49.12,20744.88,1062.22,51091.54,13
2021-02-24 03:47:00,43.60,42.34,-49.06,20745.51,1062.81,51091.37,13
2021-02-24 03:48:00,43.59,42.33,-49.10,20745.72,1062.75,51090.98,13
2021-02-24 03:49:00,43.59,42.34,-49.10,20746.01,1062.66,51090.82,13
2021-02-24 03:50:00,43.61,42.34,-49.06,20746.32,1062.50,51090.54,13
2021-02-24 03:51:00,43.61,42.33,-49.11,20746.59,1062.05,51090.32,13
2021-02-24 03:52:00,43.60,42.35,-49.11,20747.13,1061.81,51090.03,13
2021-02-24 03:53:00,43.60,42.34,-49.15,20746.95,1061.36,51089.87,13
2021-02-24 03:54:00,43.60,42.34,-49.11,20746.39,1060.74,51089.81,13
2021-02-24 03:55:00,43.59,42.33,-49.11,20746.05,1059.67,51089.77,13
2021-02-24 03:56:00,43.60,42.33,-49.14,20745.68,1058.30,51089.48,13
2021-02-24 03:57:00,43.61,42.34,-49.17,20746.17,1058.09,51089.64,13
2021-02-24 03:58:00,43.59,42.35,-49.10,20746.85,1057.67,51089.59,13
2021-02-24 03:59:00,43.60,42.33,-49.08,20748.09,1056.92,51088.95,13
2021-02-24 04:00:00,43.60,42.34,-49.12,20748.58,1057.26,51089.20,13
2021-02-24 04:01:00,43.60,42.33,-49.10,20748.52,1056.75,51088.53,13
2021-02-24 04:02:00,43.60,42.32,-49.07,20748.68,1056.39,51088.10,13
2021-02-24 04:03:00,43.61,42.34,-49.10,20748.88,1056.23,51088.12,13
2021-02-24 04:04:00,43.60,42.34,-49.08,20748.74,1055.99,51087.99,13
2021-02-24 04:05:00,43.58,42.35,-49.10,20749.11,1055.39,51088.30,13
2021-02-24 04:06:00,43.60,42.35,-49.11,20749.07,1054.15,51087.37,13
2021-02-24 04:07:00,43.61,42.35,-49.05,20749.15,1054.36,51088.23,13
2021-02-24 04:08:00,43.61,42.34,-49.10,20749.19,1054.07,51087.36,13
2021-02-24 04:09:00,43.61,42.34,-49.11,20749.14,1054.09,51087.39,13
2021-02-24 04:10:00,43.60,42.34,-49.09,20749.30,1053.87,51087.14,13
2021-02-24 04:11:00,43.61,42.34,-49.07,20749.05,1054.29,51087.16,13
2021-02-24 04:12:00,43.60,42.34,-49.12,20748.92,1054.55,51087.11,13
2021-02-24 04:13:00,43.61,42.33,-49.11,20749.23,1054.48,51087.56,13
2021-02-24 04:14:00,43.60,42.33,-49.10,20749.38,1054.00,51086.67,13
2021-02-24 04:15:00,43.61,42.35,-49.10,20750.67,1053.73,51086.94,13
2021-02-24 04:16:00,43.60,42.34,-49.10,20750.27,1052.79,51086.44,13
2021-02-24 04:17:00,43.60,42.34,-49.09,20750.35,1053.41,51086.48,13
2021-02-24 04:18:00,43.60,42.35,-49.10,20750.45,1054.26,51086.66,13
2021-02-24 04:19:00,43.61,42.33,-49.11,20751.07,1053.98,51086.01,13
2021-02-24 04:20:00,43.60,42.34,-49.10,20750.68,1053.06,51086.42,13
2021-02-24 04:21:00,43.59,42.32,-49.09,20750.90,1051.36,51085.71,13
2021-02-24 04:22:00,43.59,42.33,-49.11,20750.27,1051.54,51086.35,13
2021-02-24 04:23:00,43.61,42.34,-49.13,20749.84,1051.67,51085.90,13
2021-02-24 04:24:00,43.59,42.34,-49.12,20749.01,1053.03,51086.53,13
2021-02-24 04:25:00,43.60,42.34,-49.06,20748.24,1054.28,51086.73,13
2021-02-24 04:26:00,43.60,42.34,-49.12,20747.79,1054.57,51086.25,13
2021-02-24 04:27:00,43.60,42.35,-49.07,20747.51,1055.87,51086.46,13
2021-02-24 04:28:00,43.60,42.34,-49.13,20748.09,1056.21,51086.46,13
2021-02-24 04:29:00,43.61,42.35,-49.10,20748.92,1056.34,51086.14,13
2021-02-24 04:30:00,43.60,42.33,-49.09,20749.76,1055.99,51085.60,13
2021-02-24 04:31:00,43.60,42.34,-49.14,20751.08,1055.18,51085.31,13
2021-02-24 04:32:00,43.60,42.34,-49.12,20752.19,1054.17,51085.09,13
2021-02-24 04:33:00,43.59,42.34,-49.10,20753.47,1053.23,51084.76,13
2021-02-24 04:34:00,43.61,42.33,-49.08,20754.82,1052.11,51084.46,13
2021-02-24 04:35:00,43.60,42.34,-49.13,20755.50,1050.31,51084.31,13
2021-02-24 04:36:00,43.60,42.34,-49.12,20755.58,1049.07,51083.36,13
2021-02-24 04:37:00,43.61,42.33,-49.10,20755.39,1047.92,51083.10,13
2021-02-24 04:38:00,43.60,42.33,-49.13,20755.32,1047.54,51083.08,13
2021-02-24 04:39:00,43.61,42.33,-49.10,20756.01,1047.49,51082.96,13
2021-02-24 04:40:00,43.60,42.33,-49.12,20756.06,1047.65,51082.56,13
2021-02-24 04:41:00,43.61,42.34,-49.10,20756.38,1047.35,51082.46,13
2021-02-24 04:42:00,43.58,42.34,-49.14,20756.29,1047.12,51082.46,13
2021-02-24 04:43:00,43.60,42.33,-49.06,20756.07,1046.57,51082.57,13
2021-02-24 04:44:00,43.60,42.34,-49.10,20755.77,1047.25,51083.08,13
2021-02-24 04:45:00,43.60,42.34,-49.10,20755.83,1049.14,51083.26,13
2021-02-24 04:46:00,43.60,42.35,-49.11,20754.87,1049.61,51083.39,13
2021-02-24 04:47:00,43.61,42.32,-49.12,20753.90,1051.13,51082.93,13
2021-02-24 04:48:00,43.60,42.33,-49.06,20753.24,1051.75,51083.16,13
2021-02-24 04:49:00,43.61,42.34,-49.06,20753.02,1052.29,51082.99,13
2021-02-24 04:50:00,43.60,42.34,-49.10,20752.57,1052.78,51082.89,13
2021-02-24 04:51:00,43.59,42.34,-49.07,20752.51,1052.76,51082.86,13
2021-02-24 04:52:00,43.60,42.33,-49.12,20752.36,1052.91,51082.56,13
2021-02-24 04:53:00,43.60,42.34,-49.16,20753.00,1052.59,51082.54,13
2021-02-24 04:54:00,43.59,42.34,-49.13,20753.77,1051.91,51082.46,13
2021-02-24 04:55:00,43.61,42.33,-49.11,20754.23,1050.82,51081.96,13
2021-02-24 04:56:00,43.60,42.33,-49.10,20754.56,1050.13,51082.09,13
2021-02-24 04:57:00,43.60,42.34,-49.12,20755.31,1049.82,51081.70,13
2021-02-24 04:58:00,43.59,42.33,-49.14,20756.32,1048.45,51081.05,13
2021-02-24 04:59:00,43.60,42.35,-49.07,20756.41,1048.76,51081.74,13
2021-02-24 05:00:00,43.59,42.34,-49.13,20756.24,1047.51,51081.22,13
2021-02-24 05:01:00,43.60,42.33,-49.11,20754.35,1047.42,51081.30,13
2021-02-24 05:02:00,43.60,42.34,-49.13,20752.10,1049.62,51081.72,13
2021-02-24 05:03:00,43.60,42.35,-49.10,20748.30,1052.45,51081.86,13
2021-02-24 05:04:00,43.60,42.33,-49.11,20744.16,1053.96,51082.21,13
2021-02-24 05:05:00,43.60,42.35,-49.10,20740.44,1053.68,51082.74,13
2021-02-24 05:06:00,43.59,42.33,-49.12,20737.82,1052.83,51082.87,13
2021-02-24 05:07:00,43.60,42.34,-49.13,20736.98,1052.09,51083.59,13
2021-02-24 05:08:00,43.61,42.34,-49.12,20736.95,1051.28,51083.60,13
2021-02-24 05:09:00,43.60,42.34,-49.08,20737.60,1050.48,51084.18,13
2021-02-24 05:10:00,43.60,42.33,-49.06,20738.67,1049.35,51084.11,13
2021-02-24 05:11:00,43.60,42.34,-49.11,20739.64,1048.45,51083.66,13
2021-02-24 05:12:00,43.60,42.33,-49.10,20740.59,1048.45,51083.49,13
2021-02-24 05:13:00,43.60,42.34,-49.13,20741.87,1048.27,51083.19,13
2021-02-24 05:14:00,43.60,42.34,-49.10,20742.63,1048.63,51083.47,13
2021-02-24 05:15:00,43.60,42.34,-49.08,20742.57,1049.01,51083.58,13
2021-02-24 05:16:00,43.61,42.34,-49.11,20743.18,1049.62,51083.38,13
2021-02-24 05:17:00,43.61,42.34,-49.13,20743.22,1049.93,51083.09,13
2021-02-24 05:18:00,43.60,42.33,-49.12,20742.87,1050.60,51082.66,13
2021-02-24 05:19:00,43.59,42.34,-49.09,20742.43,1051.00,51083.02,13
2021-02-24 05:20:00,43.59,42.33,-49.17,20742.35,1051.15,51082.82,13
2021-02-24 05:21:00,43.60,42.32,-49.09,20742.37,1051.05,51082.74,13
2021-02-24 05:22:00,43.60,42.34,-49.13,20741.71,1051.22,51082.76,13
2021-02-24 05:23:00,43.60,42.34,-49.11,20741.83,1051.04,51082.90,13
